Hum SNR,score,WhiteNoise SNR,score,Clipping Percentage,score,Dropout Num,score,Hum SNR,score,WhiteNoise SNR,score,Clipping Percentage,score,Dropout Num,score
89,-1.4001,89,-1.3977,89,-3.2772,89,-2.4148,89,-0.4542,89,-0.4184,89,-3.2801,89,-2.2888
90,-1.4024,90,-1.3713,90,-3.276,90,-2.3789,90,-0.43679,90,-0.42169,90,-3.2802,90,-2.4579
91,-1.4064,91,-1.4053,91,-3.2881,91,-2.3468,91,-0.44564,91,-0.45226,91,-3.2889,91,-2.2511
92,-1.4063,92,-1.3778,92,-3.2877,92,-2.2374,92,-0.43945,92,-0.44678,92,-3.2892,92,-2.1509
93,-1.4172,93,-1.3451,93,-3.2906,93,-2.1434,93,-0.45423,93,-0.29849,93,-3.2906,93,-2.213
94,-1.4054,94,-1.4065,94,-3.2994,94,-2.4276,94,-0.46286,94,-0.38354,94,-3.3055,94,-2.4174
95,-1.37,95,-1.4295,95,-3.3011,95,-2.3198,95,-0.42565,95,-0.44268,95,-3.3091,95,-2.1604
96,-1.3779,96,-1.3841,96,-3.3072,96,-2.5633,96,-0.44559,96,-0.39482,96,-3.3085,96,-2.5898
97,-1.4071,97,-1.3336,97,-3.3082,97,-2.4745,97,-0.3832,97,-0.35747,97,-3.3061,97,-2.4047
98,-1.442,98,-1.3638,98,-3.3156,98,-2.293,98,-0.37804,98,-0.41891,98,-3.3152,98,-2.3071
99,-1.4314,99,-1.3436,99,-3.318,99,-2.4136,99,-0.37857,99,-0.40377,99,-3.3204,99,-2.4602
