Hum SNR,score,WhiteNoise SNR,score.1,Clipping Percentage(%),score.2,Dropout Num,score.3,Hum SNR.1,score.4,WhiteNoise SNR.1,score.5,Clipping Percentage(%).1,score.6,Dropout Num.1,score.7
71,-0.6357142857142858,71.0,-0.6371428571428571,71.0,-1.5742857142857143,71.0,-0.8142857142857143,71.0,-0.2842857142857143,71.0,-0.2914285714285714,71.0,-1.5885714285714285,71.0,-0.5628571428571428
72,-0.6385714285714286,72.0,-0.6328571428571428,72.0,-1.5885714285714285,72.0,-0.8385714285714286,72.0,-0.2857142857142857,72.0,-0.29000000000000004,72.0,-1.6042857142857143,72.0,-0.59
73,-0.6385714285714286,73.0,-0.6371428571428571,73.0,-1.6085714285714285,73.0,-0.8357142857142856,73.0,-0.2885714285714286,73.0,-0.2914285714285714,73.0,-1.6257142857142857,73.0,-0.58
74,-0.6357142857142858,74.0,-0.6342857142857143,74.0,-1.6300000000000001,74.0,-0.8385714285714286,74.0,-0.2857142857142857,74.0,-0.29000000000000004,74.0,-1.6485714285714284,74.0,-0.59
75,-0.6371428571428571,75.0,-0.6371428571428571,75.0,-1.6414285714285715,75.0,-0.8099999999999999,75.0,-0.2842857142857143,75.0,-0.2914285714285714,75.0,-1.662857142857143,75.0,-0.5642857142857143
76,-0.6357142857142858,76.0,-0.6357142857142858,76.0,-1.657142857142857,76.0,-0.8371428571428571,76.0,-0.28285714285714286,76.0,-0.2885714285714286,76.0,-1.6885714285714286,76.0,-0.5842857142857143
77,-0.6357142857142858,77.0,-0.6371428571428571,77.0,-1.6685714285714286,77.0,-0.8314285714285715,77.0,-0.2857142857142857,77.0,-0.2871428571428572,77.0,-1.7042857142857142,77.0,-0.5914285714285714
78,-0.6385714285714286,78.0,-0.6357142857142858,78.0,-1.6785714285714286,78.0,-0.8342857142857143,78.0,-0.2857142857142857,78.0,-0.2871428571428572,78.0,-1.7157142857142857,78.0,-0.5800000000000001
79,-0.6357142857142858,79.0,-0.6371428571428571,79.0,-1.7014285714285715,79.0,-0.85,79.0,-0.28285714285714286,79.0,-0.2842857142857143,79.0,-1.74,79.0,-0.5985714285714286
80,-0.6357142857142858,80.0,-0.6385714285714286,80.0,-1.7214285714285715,80.0,-0.8342857142857143,80.0,-0.28285714285714286,80.0,-0.2842857142857143,80.0,-1.762857142857143,80.0,-0.5928571428571429
81,-0.6357142857142858,81.0,-0.6371428571428571,81.0,-1.7428571428571427,81.0,-0.8242857142857142,81.0,-0.2842857142857143,81.0,-0.28285714285714286,81.0,-1.7857142857142858,81.0,-0.5828571428571429
82,-0.6342857142857143,82.0,-0.6342857142857143,82.0,-1.7671428571428573,82.0,-0.8628571428571429,82.0,-0.28285714285714286,82.0,-0.2842857142857143,82.0,-1.8071428571428572,82.0,-0.6257142857142857
83,-0.6357142857142858,83.0,-0.6342857142857143,83.0,-1.7857142857142858,83.0,-0.8271428571428572,83.0,-0.28285714285714286,83.0,-0.28285714285714286,83.0,-1.8357142857142856,83.0,-0.5871428571428572
84,-0.6357142857142858,84.0,-0.6371428571428571,84.0,-1.82,84.0,-0.8314285714285715,84.0,-0.28285714285714286,84.0,-0.2857142857142857,84.0,-1.8599999999999999,84.0,-0.59
85,-0.6371428571428571,85.0,-0.6371428571428571,85.0,-1.8414285714285714,85.0,-0.8471428571428571,85.0,-0.28285714285714286,85.0,-0.28285714285714286,85.0,-1.8885714285714286,85.0,-0.6085714285714285
86,-0.6357142857142858,86.0,-0.6357142857142858,86.0,-1.8642857142857143,86.0,-0.8385714285714286,86.0,-0.28285714285714286,86.0,-0.2842857142857143,86.0,-1.9100000000000001,86.0,-0.6128571428571429
87,-0.6385714285714286,87.0,-0.6385714285714286,87.0,-1.8900000000000001,87.0,-0.8742857142857143,87.0,-0.2842857142857143,87.0,-0.28285714285714286,87.0,-1.9328571428571428,87.0,-0.6442857142857142
88,-0.6357142857142858,88.0,-0.6385714285714286,88.0,-1.9114285714285715,88.0,-0.8228571428571428,88.0,-0.2842857142857143,88.0,-0.2842857142857143,88.0,-1.9614285714285715,88.0,-0.5857142857142856
89,-0.6357142857142858,89.0,-0.6342857142857143,89.0,-1.9442857142857142,89.0,-0.85,89.0,-0.28285714285714286,89.0,-0.2814285714285715,89.0,-1.9942857142857142,89.0,-0.6242857142857143
90,-0.6371428571428571,90.0,-0.6357142857142858,90.0,-1.9642857142857142,90.0,-0.8585714285714285,90.0,-0.27999999999999997,90.0,-0.28,90.0,-2.025714285714286,90.0,-0.63
91,-0.6357142857142858,91.0,-0.6342857142857143,91.0,-2.004285714285714,91.0,-0.8571428571428571,91.0,-0.27999999999999997,91.0,-0.2785714285714286,91.0,-2.0614285714285714,91.0,-0.6242857142857143
92,-0.6357142857142858,92.0,-0.6357142857142858,92.0,-2.028571428571429,92.0,-0.8628571428571429,92.0,-0.2785714285714286,92.0,-0.2814285714285715,92.0,-2.087142857142857,92.0,-0.62
93,-0.6357142857142858,93.0,-0.6357142857142858,93.0,-2.0628571428571427,93.0,-0.86,93.0,-0.27571428571428575,93.0,-0.2785714285714286,93.0,-2.1214285714285714,93.0,-0.6157142857142857
94,-0.6342857142857142,94.0,-0.6357142857142858,94.0,-2.0957142857142856,94.0,-0.8728571428571429,94.0,-0.27999999999999997,94.0,-0.2785714285714286,94.0,-2.152857142857143,94.0,-0.6442857142857142
95,-0.6357142857142858,95.0,-0.6371428571428571,95.0,-2.1257142857142854,95.0,-0.8871428571428571,95.0,-0.27714285714285714,95.0,-0.27571428571428575,95.0,-2.1814285714285715,95.0,-0.6557142857142857
96,-0.6328571428571428,96.0,-0.6371428571428571,96.0,-2.182857142857143,96.0,-0.8828571428571428,96.0,-0.2785714285714286,96.0,-0.2785714285714286,96.0,-2.2214285714285715,96.0,-0.6485714285714286
97,-0.6342857142857143,97.0,-0.6357142857142858,97.0,-2.2114285714285713,97.0,-0.8871428571428571,97.0,-0.27999999999999997,97.0,-0.2771428571428572,97.0,-2.2528571428571427,97.0,-0.6657142857142857
98,-0.6342857142857143,98.0,-0.6357142857142858,98.0,-2.2399999999999998,98.0,-0.8428571428571429,98.0,-0.28,98.0,-0.2785714285714286,98.0,-2.2742857142857145,98.0,-0.6071428571428571
99,-0.6357142857142858,99.0,-0.6357142857142858,99.0,-2.2685714285714287,99.0,-0.8857142857142858,99.0,-0.2785714285714286,99.0,-0.2785714285714286,99.0,-2.278571428571429,99.0,-0.6671428571428571
