Hum SNR,score,WhiteNoise SNR,score.1,Clipping Percentage(%),score.2,Dropout Num,score.3,Hum SNR.1,score.4,WhiteNoise SNR.1,score.5,Clipping Percentage(%).1,score.6,Dropout Num.1,score.7
63,-1.2758333333333334,63.0,-1.29375,63.0,-2.068916666666667,63.0,-1.8971666666666664,63.0,0.025083333333333332,63.0,-0.23850000000000002,63.0,-2.434083333333333,63.0,-0.8743333333333333
64,-1.27675,64.0,-1.2809166666666667,64.0,-2.0260833333333332,64.0,-1.8325000000000002,64.0,0.035333333333333335,64.0,-0.19466666666666665,64.0,-2.4026666666666667,64.0,-0.661
65,-1.27525,65.0,-1.2835,65.0,-2.0107500000000003,65.0,-2.00575,65.0,0.04091666666666667,65.0,-0.17266666666666666,65.0,-2.3826666666666667,65.0,-0.9023333333333333
66,-1.2763333333333333,66.0,-1.2735833333333333,66.0,-1.9684166666666665,66.0,-1.9479166666666667,66.0,0.043416666666666666,66.0,-0.14049999999999999,66.0,-2.3583333333333334,66.0,-0.8135
67,-1.2739166666666668,67.0,-1.2875833333333333,67.0,-1.9315,67.0,-2.0589166666666667,67.0,0.05933333333333333,67.0,-0.12291666666666667,67.0,-2.3210833333333336,67.0,-0.8690000000000001
68,-1.27075,68.0,-1.2909166666666667,68.0,-1.8894166666666667,68.0,-2.037,68.0,0.06958333333333333,68.0,-0.10916666666666668,68.0,-2.2896666666666667,68.0,-0.8875833333333333
69,-1.26975,69.0,-1.2783333333333333,69.0,-1.8611666666666666,69.0,-2.006,69.0,0.06791666666666667,69.0,-0.07633333333333332,69.0,-2.27025,69.0,-0.9892500000000001
70,-1.2706666666666666,70.0,-1.27525,70.0,-1.8314166666666667,70.0,-1.9808333333333332,70.0,0.0715,70.0,-0.06091666666666667,70.0,-2.2419166666666666,70.0,-1.0181666666666667
71,-1.2705,71.0,-1.2831666666666666,71.0,-1.7917500000000002,71.0,-1.8586666666666665,71.0,0.08808333333333333,71.0,-0.04733333333333334,71.0,-2.2010833333333335,71.0,-0.7684166666666666
72,-1.27125,72.0,-1.2719166666666666,72.0,-1.7610000000000001,72.0,-2.077,72.0,0.08766666666666667,72.0,-0.030916666666666665,72.0,-2.17875,72.0,-0.9579166666666667
73,-1.2763333333333333,73.0,-1.2794999999999999,73.0,-1.7234999999999998,73.0,-2.03475,73.0,0.08391666666666665,73.0,-0.02775,73.0,-2.1435833333333334,73.0,-1.07775
74,-1.2723333333333333,74.0,-1.276,74.0,-1.68975,74.0,-2.0481666666666665,74.0,0.08783333333333333,74.0,-0.009833333333333335,74.0,-2.107083333333333,74.0,-1.08425
