Hum SNR,score,WhiteNoise SNR,score,Clipping Percentage,score,Dropout Num,score,Hum SNR,score,WhiteNoise SNR,score,Clipping Percentage,score,Dropout Num,score
81,-1.6595,81,-1.5823,81,-3.2804,81,-2.5569,81,-0.26625,81,-0.29146,81,-3.2853,81,-2.0972
82,-1.6672,82,-1.7494,82,-3.2778,82,-2.2529,82,-0.24846,82,-0.27218,82,-3.2803,82,-2.097
83,-1.5674,83,-1.5873,83,-3.2803,83,-2.4382,83,-0.22583,83,-0.2985,83,-3.2857,83,-2.2393
84,-1.6249,84,-1.6748,84,-3.2718,84,-2.4723,84,-0.24321,84,-0.23111,84,-3.2805,84,-2.1288
85,-1.6485,85,-1.6969,85,-3.2804,85,-2.5399,85,-0.23087,85,-0.28912,85,-3.2802,85,-2.3568
86,-1.7208,86,-1.7594,86,-3.2915,86,-2.5816,86,-0.22528,86,-0.25643,86,-3.2884,86,-2.191
87,-1.6636,87,-1.6599,87,-3.28,87,-2.596,87,-0.23137,87,-0.20599,87,-3.2904,87,-2.5073
88,-1.7234,88,-1.6193,88,-3.2885,88,-2.4233,88,-0.20734,88,-0.22369,88,-3.2901,88,-2.1181
89,-1.7788,89,-1.687,89,-3.2842,89,-2.4767,89,-0.20793,89,-0.23499,89,-3.2884,89,-2.2855
90,-1.6655,90,-1.6874,90,-3.2853,90,-2.5512,90,-0.21422,90,-0.23279,90,-3.2905,90,-2.2312
91,-1.7159,91,-1.6645,91,-3.2926,91,-2.6069,91,-0.20163,91,-0.21482,91,-3.292,91,-2.176
92,-1.7197,92,-1.7421,92,-3.2903,92,-2.539,92,-0.19366,92,-0.24397,92,-3.2929,92,-2.258
93,-1.6695,93,-1.7204,93,-3.2867,93,-2.563,93,-0.20752,93,-0.23835,93,-3.2912,93,-2.3721
94,-1.7225,94,-1.7234,94,-3.2935,94,-2.3063,94,-0.21198,94,-0.18917,94,-3.2883,94,-2.1708
95,-1.6855,95,-1.7224,95,-3.285,95,-2.5657,95,-0.20734,95,-0.18071,95,-3.2902,95,-2.4261
96,-1.6671,96,-1.6625,96,-3.2831,96,-2.6043,96,-0.20578,96,-0.19984,96,-3.2912,96,-2.4544
97,-1.7057,97,-1.663,97,-3.2903,97,-2.623,97,-0.19823,97,-0.19119,97,-3.2907,97,-2.4215
98,-1.7308,98,-1.7496,98,-3.2816,98,-2.4724,98,-0.19058,98,-0.1539,98,-3.2857,98,-2.3094
99,-1.7475,99,-1.7306,99,-3.2916,99,-2.5898,99,-0.1901,99,-0.19077,99,-3.292,99,-2.3743
