Hum SNR,score,WhiteNoise SNR,score,Clipping Percentage,score,Dropout Num,score,Hum SNR,score,WhiteNoise SNR,score,Clipping Percentage,score,Dropout Num,score
89,-1.5918,89,-1.6424,89,-3.2849,89,-2.4666,89,-1.0576,89,-0.61894,89,-3.2891,89,-2.587
90,-1.5792,90,-1.5825,90,-3.2846,90,-2.3416,90,-1.0577,90,-0.7216,90,-3.2808,90,-2.4402
91,-1.6357,91,-1.6484,91,-3.281,91,-2.4433,91,-0.8081,91,-0.80731,91,-3.2834,91,-2.5241
92,-1.6049,92,-1.6602,92,-3.2872,92,-2.2415,92,-0.7091,92,-0.83541,92,-3.2886,92,-2.281
93,-1.6296,93,-1.589,93,-3.2873,93,-2.3696,93,-0.5284,93,-0.85947,93,-3.293,93,-2.3823
94,-1.6425,94,-1.6291,94,-3.2936,94,-2.4365,94,-0.81206,94,-0.76492,94,-3.2903,94,-2.442
95,-1.6459,95,-1.6284,95,-3.2904,95,-2.0976,95,-0.67903,95,-0.71773,95,-3.286,95,-2.2341
96,-1.6295,96,-1.6553,96,-3.2874,96,-2.0789,96,-0.75782,96,-0.80482,96,-3.2903,96,-2.1575
97,-1.6352,97,-1.6538,97,-3.2945,97,-2.2528,97,-0.98675,97,-0.48588,97,-3.2953,97,-2.3351
98,-1.6064,98,-1.6539,98,-3.2936,98,-2.1658,98,-1.0212,98,-0.71782,98,-3.3005,98,-2.4063
99,-1.668,99,-1.6216,99,-3.3039,99,-2.4343,99,-0.96513,99,-0.64348,99,-3.3054,99,-2.4161
